-522,-90,0
-522,-89,0
-522,-88,0
-522,-87,0
-522,-86,0
-522,-85,0
-521,-93,0
-521,-92,0
-521,-91,0
-521,-84,0
-521,-83,0
-521,-82,0
-521,-81,0
-521,-80,0
-521,-79,0
-521,-78,0
-521,-77,0
-520,-96,0
-520,-95,0
-520,-94,0
-520,-76,0
-520,-75,0
-520,-74,0
-520,-73,0
-520,-72,0
-520,-71,0
-520,-70,0
-520,-69,0
-519,-98,0
-519,-97,0
-519,-68,0
-519,-67,0
-519,-66,0
-519,-65,0
-519,-64,0
-519,-63,0
-519,-62,0
-519,-61,0
-518,-101,0
-518,-100,0
-518,-99,0
-518,-60,0
-518,-59,0
-518,-58,0
-518,-57,0
-518,-56,0
-518,-55,0
-518,-54,0
-518,-53,0
-517,-104,0
-517,-103,0
-517,-102,0
-517,-52,0
-517,-51,0
-517,-50,0
-517,-49,0
-517,-48,0
-517,-47,0
-517,-46,0
-517,-45,0
-516,-107,0
-516,-106,0
-516,-105,0
-516,-44,0
-516,-43,0
-516,-42,0
-516,-41,0
-516,-40,0
-516,-39,0
-516,-38,0
-516,-37,0
-515,-110,0
-515,-109,0
-515,-108,0
-515,-36,0
-515,-35,0
-515,-34,0
-515,-33,0
-515,-32,0
-515,-31,0
-515,-30,0
-515,-29,0
-514,-113,0
-514,-112,0
-514,-111,0
-514,-28,0
-514,-27,0
-514,-26,0
-514,-25,0
-514,-24,0
-514,-23,0
-514,-22,0
-514,-21,0
-513,-115,0
-513,-114,0
-513,-20,0
-513,-19,0
-513,-18,0
-513,-17,0
-513,-16,0
-513,-15,0
-513,-14,0
-513,-13,0
-512,-118,0
-512,-117,0
-512,-116,0
-512,-12,0
-512,-11,0
-512,-10,0
-512,-9,0
-512,-8,0
-512,-7,0
-512,-6,0
-512,-5,0
-511,-121,0
-511,-120,0
-511,-119,0
-511,-4,0
-511,-3,0
-511,-2,0
-511,-1,0
-511,0,0
-511,1,0
-511,2,0
-511,3,0
-510,-124,0
-510,-123,0
-510,-122,0
-510,4,0
-510,5,0
-510,6,0
-510,7,0
-510,8,0
-510,9,0
-510,10,0
-510,11,0
-509,-127,0
-509,-126,0
-509,-125,0
-509,12,0
-509,13,0
-509,14,0
-509,15,0
-509,16,0
-509,17,0
-509,18,0
-509,19,0
-508,-130,0
-508,-129,0
-508,-128,0
-508,20,0
-508,21,0
-508,22,0
-508,23,0
-508,24,0
-508,25,0
-507,-132,0
-507,-131,0
-507,26,0
-507,27,0
-506,-135,0
-506,-134,0
-506,-133,0
-506,28,0
-506,29,0
-506,30,0
-505,-138,0
-505,-137,0
-505,-136,0
-505,31,0
-505,32,0
-505,33,0
-504,-140,0
-504,-139,0
-504,34,0
-504,35,0
-503,-141,0
-503,36,0
-503,37,0
-503,38,0
-502,-143,0
-502,-142,0
-502,39,0
-502,40,0
-501,-144,0
-501,41,0
-501,42,0
-501,43,0
-500,-145,0
-500,44,0
-500,45,0
-500,46,0
-499,-147,0
-499,-146,0
-499,47,0
-499,48,0
-498,-148,0
-498,49,0
-498,50,0
-498,51,0
-497,-149,0
-497,52,0
-497,53,0
-496,-151,0
-496,-150,0
-496,54,0
-496,55,0
-496,56,0
-495,-152,0
-495,57,0
-495,58,0
-495,59,0
-494,-153,0
-494,60,0
-494,61,0
-493,-155,0
-493,-154,0
-493,62,0
-493,63,0
-493,64,0
-492,-156,0
-492,65,0
-492,66,0
-492,67,0
-491,-157,0
-491,68,0
-491,69,0
-490,-159,0
-490,-158,0
-490,70,0
-490,71,0
-490,72,0
-489,-160,0
-489,73,0
-489,74,0
-488,-161,0
-488,75,0
-488,76,0
-488,77,0
-487,-163,0
-487,-162,0
-487,78,0
-487,79,0
-487,80,0
-486,-164,0
-486,81,0
-486,82,0
-485,-165,0
-485,83,0
-485,84,0
-485,85,0
-484,-167,0
-484,-166,0
-484,86,0
-484,87,0
-483,-168,0
-483,88,0
-483,89,0
-483,90,0
-482,-169,0
-482,91,0
-482,92,0
-482,93,0
-481,-171,0
-481,-170,0
-481,94,0
-481,95,0
-480,-172,0
-480,96,0
-480,97,0
-479,-173,0
-479,98,0
-479,99,0
-478,-174,0
-478,100,0
-477,-176,0
-477,-175,0
-477,101,0
-476,-177,0
-476,102,0
-476,103,0
-475,-178,0
-475,104,0
-474,-180,0
-474,-179,0
-474,105,0
-474,106,0
-473,-181,0
-473,107,0
-472,-182,0
-472,108,0
-471,-184,0
-471,-183,0
-471,109,0
-471,110,0
-470,-185,0
-470,111,0
-469,-186,0
-469,112,0
-469,113,0
-468,-188,0
-468,-187,0
-468,114,0
-467,-189,0
-467,115,0
-466,-190,0
-466,116,0
-466,117,0
-465,-192,0
-465,-191,0
-465,118,0
-464,-193,0
-464,119,0
-464,120,0
-463,-194,0
-463,121,0
-462,-196,0
-462,-195,0
-462,122,0
-461,-197,0
-461,123,0
-461,124,0
-460,-198,0
-460,125,0
-459,-200,0
-459,-199,0
-459,126,0
-459,127,0
-458,-201,0
-458,128,0
-457,-202,0
-457,129,0
-456,-204,0
-456,-203,0
-456,130,0
-456,131,0
-455,-205,0
-455,132,0
-454,-206,0
-454,133,0
-454,134,0
-453,-208,0
-453,-207,0
-453,135,0
-452,-209,0
-452,136,0
-451,-210,0
-451,137,0
-451,138,0
-450,-210,0
-450,139,0
-449,-211,0
-449,140,0
-449,141,0
-448,-211,0
-448,142,0
-447,-211,0
-447,143,0
-446,-212,0
-446,144,0
-446,145,0
-445,-212,0
-445,146,0
-444,-213,0
-444,147,0
-444,148,0
-443,-213,0
-443,149,0
-442,-213,0
-442,150,0
-441,-214,0
-441,151,0
-441,152,0
-440,-214,0
-440,153,0
-439,-214,0
-439,154,0
-439,155,0
-438,-215,0
-438,156,0
-437,-215,0
-437,157,0
-436,-216,0
-436,158,0
-436,159,0
-435,-216,0
-435,160,0
-434,-216,0
-434,161,0
-434,162,0
-433,-217,0
-433,163,0
-432,-217,0
-432,164,0
-431,-217,0
-431,165,0
-431,166,0
-430,-218,0
-430,167,0
-429,-218,0
-429,168,0
-429,169,0
-428,-219,0
-428,170,0
-427,-219,0
-427,171,0
-426,-219,0
-426,172,0
-426,173,0
-425,-220,0
-425,174,0
-424,-220,0
-424,175,0
-424,176,0
-423,-220,0
-423,177,0
-422,-221,0
-422,178,0
-421,-221,0
-421,179,0
-421,180,0
-420,-222,0
-420,181,0
-419,-222,0
-419,182,0
-419,183,0
-418,-222,0
-418,184,0
-417,-223,0
-417,185,0
-416,-223,0
-416,186,0
-416,187,0
-415,-223,0
-415,188,0
-414,-224,0
-414,189,0
-414,190,0
-413,-224,0
-413,191,0
-412,-225,0
-412,192,0
-411,-225,0
-411,193,0
-411,194,0
-410,-225,0
-410,195,0
-409,-226,0
-409,196,0
-409,197,0
-408,-226,0
-408,198,0
-407,-226,0
-407,199,0
-406,-227,0
-406,200,0
-406,201,0
-405,-227,0
-405,202,0
-404,-228,0
-404,203,0
-404,204,0
-403,-228,0
-403,205,0
-402,-228,0
-402,206,0
-401,-229,0
-401,207,0
-401,208,0
-400,-229,0
-400,209,0
-399,-229,0
-399,210,0
-398,-230,0
-398,211,0
-397,-230,0
-397,212,0
-396,-231,0
-396,213,0
-395,-231,0
-395,214,0
-394,-231,0
-394,215,0
-393,-232,0
-393,216,0
-392,-232,0
-392,217,0
-391,-232,0
-391,217,0
-390,-233,0
-390,218,0
-389,-233,0
-389,219,0
-388,-234,0
-388,220,0
-387,-234,0
-387,221,0
-386,-234,0
-386,222,0
-385,-235,0
-385,223,0
-384,-235,0
-384,224,0
-383,-235,0
-383,225,0
-382,-236,0
-382,226,0
-381,-236,0
-381,227,0
-380,-237,0
-380,228,0
-379,-237,0
-379,229,0
-378,-237,0
-378,230,0
-377,-238,0
-377,231,0
-376,-238,0
-376,232,0
-375,-238,0
-375,232,0
-374,-239,0
-374,233,0
-373,-239,0
-373,234,0
-372,-240,0
-372,235,0
-371,-240,0
-371,236,0
-370,-240,0
-370,237,0
-369,-241,0
-369,238,0
-368,-241,0
-368,239,0
-367,-241,0
-367,240,0
-366,-242,0
-366,241,0
-365,-242,0
-365,242,0
-364,-243,0
-364,243,0
-363,-243,0
-363,244,0
-362,-243,0
-362,245,0
-361,-244,0
-361,246,0
-360,-244,0
-360,247,0
-359,-244,0
-359,248,0
-358,-245,0
-358,248,0
-357,-245,0
-357,249,0
-356,-246,0
-356,250,0
-355,-246,0
-355,251,0
-354,-246,0
-354,252,0
-353,-247,0
-353,253,0
-352,-247,0
-352,254,0
-351,-247,0
-351,255,0
-350,-248,0
-350,256,0
-349,-248,0
-349,257,0
-348,-249,0
-348,258,0
-347,-249,0
-347,259,0
-346,-249,0
-346,260,0
-345,-250,0
-345,261,0
-344,-250,0
-344,262,0
-343,-250,0
-343,263,0
-342,-251,0
-342,263,0
-341,-251,0
-341,264,0
-340,-252,0
-340,265,0
-339,-252,0
-339,266,0
-338,-252,0
-338,267,0
-337,-253,0
-337,268,0
-336,-253,0
-336,269,0
-335,-253,0
-335,270,0
-334,-254,0
-334,271,0
-333,-254,0
-333,272,0
-332,-255,0
-332,273,0
-331,-255,0
-331,274,0
-330,-256,0
-330,275,0
-329,-256,0
-329,276,0
-328,-257,0
-328,277,0
-327,-257,0
-327,278,0
-326,-258,0
-326,279,0
-325,-259,0
-325,279,0
-324,-259,0
-324,280,0
-323,-260,0
-323,281,0
-322,-260,0
-322,282,0
-321,-261,0
-321,283,0
-320,-262,0
-320,284,0
-319,-262,0
-319,285,0
-318,-263,0
-318,286,0
-317,-264,0
-317,287,0
-316,-264,0
-316,288,0
-315,-265,0
-315,289,0
-314,-265,0
-314,290,0
-313,-266,0
-313,291,0
-312,-267,0
-312,292,0
-311,-267,0
-311,293,0
-310,-268,0
-310,294,0
-309,-268,0
-309,294,0
-308,-269,0
-308,295,0
-307,-270,0
-307,296,0
-306,-270,0
-306,297,0
-305,-271,0
-305,298,0
-304,-271,0
-304,299,0
-303,-272,0
-303,300,0
-302,-273,0
-302,301,0
-301,-273,0
-301,302,0
-300,-274,0
-300,303,0
-299,-274,0
-299,303,0
-298,-275,0
-298,304,0
-297,-276,0
-297,305,0
-296,-276,0
-296,305,0
-295,-277,0
-295,306,0
-294,-278,0
-294,306,0
-293,-278,0
-293,307,0
-292,-279,0
-292,308,0
-291,-279,0
-291,308,0
-290,-280,0
-290,309,0
-289,-281,0
-289,310,0
-288,-281,0
-288,310,0
-287,-282,0
-287,311,0
-286,-282,0
-286,312,0
-285,-283,0
-285,312,0
-284,-284,0
-284,313,0
-283,-284,0
-283,314,0
-282,-285,0
-282,314,0
-281,-285,0
-281,315,0
-280,-286,0
-280,315,0
-279,-287,0
-279,316,0
-278,-287,0
-278,317,0
-277,-288,0
-277,317,0
-276,-288,0
-276,318,0
-275,-289,0
-275,319,0
-274,-290,0
-274,319,0
-273,-290,0
-273,320,0
-272,-291,0
-272,321,0
-271,-292,0
-271,321,0
-270,-292,0
-270,322,0
-269,-293,0
-269,323,0
-268,-293,0
-268,323,0
-267,-294,0
-267,324,0
-266,-295,0
-266,324,0
-265,-295,0
-265,325,0
-264,-296,0
-264,326,0
-263,-296,0
-263,326,0
-262,-297,0
-262,327,0
-261,-298,0
-261,328,0
-260,-298,0
-260,328,0
-259,-299,0
-259,329,0
-258,-299,0
-258,330,0
-257,-300,0
-257,330,0
-256,-301,0
-256,331,0
-255,-301,0
-255,332,0
-254,-302,0
-254,332,0
-253,-302,0
-253,333,0
-252,-303,0
-252,333,0
-251,-304,0
-251,334,0
-250,-304,0
-250,335,0
-249,-305,0
-249,335,0
-248,-306,0
-248,336,0
-247,-306,0
-247,337,0
-246,-307,0
-246,337,0
-245,-307,0
-245,338,0
-244,-308,0
-244,338,0
-243,-309,0
-243,339,0
-242,-309,0
-242,339,0
-241,-310,0
-241,340,0
-240,-310,0
-240,340,0
-240,643,0
-239,-311,0
-239,340,0
-239,643,0
-238,-312,0
-238,341,0
-238,642,0
-237,-312,0
-237,341,0
-237,642,0
-236,-313,0
-236,342,0
-236,642,0
-235,-313,0
-235,342,0
-235,641,0
-234,-314,0
-234,342,0
-234,641,0
-233,-315,0
-233,343,0
-233,640,0
-232,-315,0
-232,343,0
-232,640,0
-231,-316,0
-231,344,0
-231,640,0
-230,-316,0
-230,344,0
-230,639,0
-229,-317,0
-229,344,0
-229,639,0
-228,-318,0
-228,345,0
-228,639,0
-227,-318,0
-227,345,0
-227,638,0
-226,-319,0
-226,345,0
-226,638,0
-225,-320,0
-225,346,0
-225,638,0
-224,-320,0
-224,346,0
-224,637,0
-223,-321,0
-223,347,0
-223,637,0
-222,-321,0
-222,347,0
-222,636,0
-221,-322,0
-221,347,0
-221,636,0
-220,-323,0
-220,348,0
-220,636,0
-219,-323,0
-219,348,0
-219,635,0
-218,-324,0
-218,349,0
-218,635,0
-217,-324,0
-217,349,0
-217,635,0
-216,-325,0
-216,349,0
-216,634,0
-215,-326,0
-215,350,0
-215,634,0
-214,-326,0
-214,350,0
-214,634,0
-213,-327,0
